Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company,Year,Month,CTR
457036,Men 35-44,Increase Sales,45 Days,Pinterest,0.08,9061.97,1.149344905398747,Las Vegas,English,13969,46468,1,Fashion,2022-04-19,Mode Maven,2022,4,30.061547731772404
271602,Men 35-44,Product Launch,15 Days,Pinterest,0.09,1316.5,1.2637431541476114,New York,French,2022,7565,1,Food,2022-11-24,Dine Divine,2022,11,26.72835426305354
316973,Women 45-60,Market Expansion,45 Days,Pinterest,0.1,10562.98,0.1966219900371107,New York,Spanish,16375,54303,1,Technology,2022-12-09,Giga Geeks,2022,12,30.15487173820968
209728,All Ages,Increase Sales,60 Days,Twitter,0.08,15000.0,7.87,Las Vegas,English,39633,118913,2,Fashion,2022-12-17,Mode Maven,2022,12,33.32940889557912
258736,Men 25-34,Increase Sales,30 Days,Pinterest,0.12,7053.87,1.1815194128593651,Miami,English,10772,36058,1,Fashion,2022-11-03,Fiber Fashion,2022,11,29.87409174108381
698623,Men 35-44,Brand Awareness,60 Days,Pinterest,0.05,13168.74,1.2762554626045184,Los Angeles,French,20436,67523,1,Health,2022-08-22,Well Wish,2022,8,30.265242954252624
399488,Men 18-24,Increase Sales,60 Days,Facebook,0.11,15000.0,3.07,New York,French,39105,117351,1,Fashion,2022-03-01,Vogue Visions,2022,3,33.323107600276096
199270,Men 35-44,Brand Awareness,30 Days,Twitter,0.07,7016.32,2.94,Las Vegas,French,18243,55556,2,Technology,2022-07-17,Silicon Saga,2022,7,32.837137302901574
350596,Women 18-24,Brand Awareness,60 Days,Pinterest,0.08,13849.87,0.3128077114226761,Los Angeles,Spanish,21351,70505,1,Technology,2022-09-19,NexGen Nerds,2022,9,30.28295865541451
490848,Men 35-44,Brand Awareness,30 Days,Facebook,0.13,7536.17,2.41,Miami,English,19642,59701,2,Fashion,2022-11-01,Mode Maven,2022,11,32.9006214301268
485663,Men 18-24,Product Launch,15 Days,Facebook,0.06,1931.88,2.93,Austin,French,4739,15556,8,Technology,2022-02-10,Tech Titans,2022,2,30.46412959629725
221136,All Ages,Product Launch,45 Days,Facebook,0.14,9508.1,3.02,New York,English,25001,75573,7,Fashion,2022-11-13,Trend Tailors,2022,11,33.08192079181718
413372,Women 18-24,Market Expansion,60 Days,Facebook,0.02,13793.32,4.04,Las Vegas,English,36232,108841,6,Health,2022-02-23,Heal Hub,2022,2,33.2889260480885
797492,Men 25-34,Product Launch,30 Days,Twitter,0.1,6930.73,7.73,Los Angeles,Spanish,18011,54868,7,Fashion,2022-04-17,Attire Artistry,2022,4,32.82605525989648
453121,Men 18-24,Product Launch,45 Days,Facebook,0.09,9813.94,4.96,Austin,French,25858,78112,1,Home,2022-01-10,Decor Dreams,2022,1,33.10374846374437
132491,Women 18-24,Market Expansion,60 Days,Twitter,0.09,15000.0,5.15,Las Vegas,French,38711,116182,6,Home,2022-08-19,Cozy Corners,2022,8,33.319274930712155
621507,Men 35-44,Brand Awareness,30 Days,Pinterest,0.02,4528.24,0.4254184875348394,Las Vegas,English,6746,22947,1,Food,2022-06-04,Epicurean Edge,2022,6,29.39817841112128
990340,Women 35-44,Product Launch,30 Days,Facebook,0.13,6535.31,0.23,Las Vegas,English,16939,51695,6,Food,2022-07-10,Feast Flavors,2022,7,32.76719218493084
228536,All Ages,Market Expansion,15 Days,Instagram,0.14,500.0,3.4,Los Angeles,French,1514,6004,9,Technology,2022-09-24,Gadget Giants,2022,9,25.216522318454366
198994,Men 18-24,Brand Awareness,60 Days,Instagram,0.09,13166.61,5.09,New York,English,34789,104564,10,Health,2022-06-18,Fitness Front,2022,6,33.270532879384874
637475,Women 18-24,Increase Sales,45 Days,Twitter,0.12,9298.12,1.36,Las Vegas,Spanish,24429,73880,9,Fashion,2022-06-20,Fiber Fashion,2022,6,33.06578234975636
456833,Women 45-60,Product Launch,60 Days,Facebook,0.09,15000.0,7.6,Los Angeles,Spanish,38711,116183,2,Technology,2022-01-06,Quantum Quirks,2022,1,33.31898814800788
976744,All Ages,Brand Awareness,15 Days,Pinterest,0.04,500.0,1.3209422785220435,Los Angeles,French,994,4217,1,Fashion,2022-01-09,Fiber Fashion,2022,1,23.57125918899692
736398,Women 45-60,Brand Awareness,15 Days,Pinterest,0.07,1223.17,0.8758615919834931,Las Vegas,Spanish,1918,7229,1,Health,2022-04-30,Balance Beam,2022,4,26.53202379305575
561763,Men 18-24,Market Expansion,60 Days,Instagram,0.09,15000.0,4.99,New York,Spanish,38951,116894,4,Fashion,2022-11-18,Attire Artistry,2022,11,33.321641829349666
818420,Women 35-44,Product Launch,45 Days,Instagram,0.1,10420.35,5.47,Las Vegas,English,27494,82959,5,Food,2022-03-13,Feast Flavors,2022,3,33.1416723923866
646796,Men 18-24,Increase Sales,60 Days,Instagram,0.03,12891.72,1.97,Austin,Spanish,34106,102543,2,Technology,2022-06-22,Gadget Giants,2022,6,33.26019328476834
426133,Women 18-24,Increase Sales,15 Days,Facebook,0.13,3158.63,0.42,New York,English,7788,24588,5,Health,2022-06-25,Vital Vigor,2022,6,31.673987310883355
992364,Men 25-34,Product Launch,15 Days,Facebook,0.05,2365.78,4.0,New York,French,5786,18657,4,Home,2022-05-25,Living Luxe,2022,5,31.01248861017313
790291,Men 45-60,Market Expansion,60 Days,Instagram,0.05,13271.36,7.07,New York,Spanish,35041,105312,5,Health,2022-09-16,Well Wish,2022,9,33.273511090853845
550930,Women 25-34,Product Launch,45 Days,Twitter,0.04,8133.99,0.33,Miami,French,21286,64570,2,Health,2022-10-06,Pulse Point,2022,10,32.965773579061484
695662,Men 45-60,Increase Sales,15 Days,Pinterest,0.06,500.0,0.9991972039158624,New York,French,609,2965,1,Food,2022-06-07,Nosh Nirvana,2022,6,20.53962900505902
807199,Women 25-34,Market Expansion,15 Days,Twitter,0.03,500.0,0.2,New York,Spanish,724,3666,10,Health,2022-04-03,Heal Hub,2022,4,19.749045280960175
685919,All Ages,Increase Sales,45 Days,Facebook,0.1,10150.66,2.98,New York,English,26769,80812,3,Health,2022-07-08,Fitness Front,2022,7,33.125030935999604
812856,Men 35-44,Brand Awareness,60 Days,Facebook,0.13,14265.89,0.03,New York,Spanish,37210,111738,6,Health,2022-10-28,Wellness Waves,2022,10,33.30111510855752
480445,Women 35-44,Increase Sales,60 Days,Facebook,0.09,15000.0,2.57,Miami,French,39344,118057,1,Health,2022-09-29,Pulse Point,2022,9,33.32627459616965
338020,Women 18-24,Increase Sales,30 Days,Pinterest,0.14,6248.2,1.0778459999307068,Las Vegas,Spanish,9494,31896,1,Food,2022-07-01,Nosh Nirvana,2022,7,29.765487835465258
950262,Men 45-60,Market Expansion,30 Days,Facebook,0.01,6415.32,6.46,Los Angeles,English,16621,50752,9,Technology,2022-07-18,Pixel Pioneers,2022,7,32.74944829760403
811580,Women 35-44,Market Expansion,60 Days,Instagram,0.05,12499.75,7.11,New York,Spanish,33083,99512,10,Fashion,2022-05-06,Runway Rebels,2022,5,33.245236755366186
129030,Men 35-44,Increase Sales,60 Days,Instagram,0.15,12797.16,2.16,Los Angeles,English,33865,101830,8,Food,2022-12-14,Feast Flavors,2022,12,33.25640773838751
176687,Men 25-34,Market Expansion,60 Days,Instagram,0.14,12070.89,3.82,Los Angeles,Spanish,31953,96167,5,Home,2022-09-23,Space Spruce,2022,9,33.22657460459409
888329,All Ages,Brand Awareness,45 Days,Pinterest,0.01,10017.36,0.8830114825302972,New York,French,15501,51457,1,Fashion,2022-04-17,Chic Couture,2022,4,30.124181355306373
847154,Women 45-60,Product Launch,60 Days,Pinterest,0.1,15000.0,0.7006892735867944,Las Vegas,French,22755,75076,1,Home,2022-08-18,Hearth Harmony,2022,8,30.309286589589217
935832,Men 18-24,Brand Awareness,45 Days,Pinterest,0.14,9882.53,1.176156994949262,New York,French,15292,50776,1,Food,2022-02-11,Gourmet Grove,2022,2,30.116590515204035
759545,Men 45-60,Market Expansion,15 Days,Facebook,0.04,500.0,4.99,Las Vegas,French,1536,6071,4,Technology,2022-10-05,Pixel Pioneers,2022,10,25.300609454785043
501801,Women 25-34,Brand Awareness,30 Days,Facebook,0.01,5265.1,6.55,Los Angeles,English,13496,41496,6,Health,2022-12-08,Wellness Waves,2022,12,32.523616734143054
824598,Men 45-60,Market Expansion,30 Days,Twitter,0.01,6255.15,3.03,Austin,Spanish,16182,49453,7,Home,2022-02-14,Living Luxe,2022,2,32.72197844417932
930699,Men 35-44,Brand Awareness,30 Days,Instagram,0.04,7173.65,0.44,Las Vegas,English,18671,56823,7,Technology,2022-10-05,Pixel Pioneers,2022,10,32.85817362687644
258587,Men 45-60,Increase Sales,15 Days,Facebook,0.05,584.6,2.81,Miami,English,2205,8050,1,Home,2022-09-19,Cozy Corners,2022,9,27.391304347826086
250745,Women 18-24,Increase Sales,45 Days,Facebook,0.02,9809.05,6.41,New York,Spanish,25845,78074,1,Food,2022-12-09,Epicurean Edge,2022,12,33.10320977534134
602689,All Ages,Product Launch,45 Days,Instagram,0.13,8400.71,1.55,Los Angeles,Spanish,22015,66729,3,Home,2022-04-17,Dwell Delight,2022,4,32.99165280462768
698097,Men 18-24,Increase Sales,60 Days,Twitter,0.04,13232.72,1.24,New York,Spanish,34949,105039,10,Health,2022-03-03,Well Wish,2022,3,33.272403583430915
667642,Women 35-44,Brand Awareness,15 Days,Twitter,0.09,500.0,5.12,Los Angeles,Spanish,1404,5678,6,Technology,2022-04-04,Giga Geeks,2022,4,24.727016555125044
438424,Women 18-24,Brand Awareness,45 Days,Facebook,0.01,8504.86,3.7,Miami,French,22301,67576,3,Health,2022-11-11,Vital Vigor,2022,11,33.001361430093525
327546,Women 45-60,Increase Sales,30 Days,Pinterest,0.15,7113.98,0.005362417910103,Austin,French,10869,36374,1,Food,2022-02-11,Savor Street,2022,2,29.88123384835322
301712,Women 45-60,Brand Awareness,60 Days,Pinterest,0.05,11420.35,1.2422934825071994,Miami,English,17749,58776,1,Food,2022-05-08,Epicurean Edge,2022,5,30.197699741391045
730011,Men 45-60,Market Expansion,15 Days,Pinterest,0.01,500.0,0.582716079564528,Austin,French,526,2697,1,Fashion,2022-09-27,Fiber Fashion,2022,9,19.50315164998146
191064,Women 35-44,Market Expansion,45 Days,Facebook,0.02,9987.73,6.38,Miami,French,26316,79469,10,Technology,2022-12-23,Gadget Giants,2022,12,33.11479948155885
406441,Women 35-44,Brand Awareness,60 Days,Instagram,0.13,11855.8,7.8,Las Vegas,Spanish,31387,94489,7,Fashion,2022-03-02,Attire Artistry,2022,3,33.217623215400735
586889,Men 25-34,Market Expansion,15 Days,Instagram,0.07,3701.73,1.25,Austin,English,9230,28860,2,Food,2022-03-03,Dine Divine,2022,3,31.98198198198198
390160,Women 18-24,Increase Sales,15 Days,Facebook,0.06,3290.85,7.27,Los Angeles,Spanish,8133,25609,5,Food,2022-12-01,Epicurean Edge,2022,12,31.75836619938303
148737,All Ages,Increase Sales,30 Days,Pinterest,0.13,7277.33,0.7418011442309177,New York,French,11127,37213,1,Fashion,2022-01-15,Runway Rebels,2022,1,29.900841103915297
844177,Women 45-60,Market Expansion,15 Days,Instagram,0.04,1939.2,7.97,Las Vegas,Spanish,4757,15611,6,Health,2022-03-04,Vital Vigor,2022,3,30.472103004291846
653888,Women 18-24,Brand Awareness,15 Days,Instagram,0.1,3430.98,0.78,Los Angeles,English,8503,26705,4,Home,2022-08-22,Furnish Fine,2022,8,31.84047931099045
374731,Women 35-44,Product Launch,60 Days,Twitter,0.08,11671.1,2.8,Las Vegas,English,30903,93055,4,Fashion,2022-01-14,Vogue Visions,2022,1,33.20939229487937
954059,Women 35-44,Market Expansion,15 Days,Pinterest,0.12,1607.54,0.7418011442309177,Las Vegas,English,2364,8681,1,Health,2022-02-26,Wellness Waves,2022,2,27.231885727450756
232865,Men 35-44,Market Expansion,30 Days,Pinterest,0.05,7176.48,1.3298796417055487,Las Vegas,French,10970,36702,1,Food,2022-09-10,Dine Divine,2022,9,29.889379325377362
763880,Men 35-44,Brand Awareness,45 Days,Instagram,0.13,9250.01,4.17,Las Vegas,Spanish,24300,73498,2,Home,2022-07-31,Homely Haven,2022,7,33.06212413943236
120694,Men 18-24,Brand Awareness,45 Days,Pinterest,0.02,11108.94,1.070696109383903,Los Angeles,French,17254,57163,1,Food,2022-03-13,Epicurean Edge,2022,3,30.18386018928328
224125,Men 35-44,Brand Awareness,60 Days,Facebook,0.12,11718.89,5.33,Austin,Spanish,31029,93428,3,Home,2022-03-09,Homely Haven,2022,3,33.211671019394615
508344,Women 45-60,Brand Awareness,15 Days,Facebook,0.02,3775.33,7.18,Los Angeles,English,9430,29453,10,Health,2022-05-04,Heal Hub,2022,5,32.01711200896343
977494,Men 45-60,Increase Sales,45 Days,Pinterest,0.14,10380.96,0.5737787163810231,Los Angeles,English,16085,53356,1,Technology,2022-09-30,Innovate Infinity,2022,9,30.146562710847892
505964,Women 45-60,Brand Awareness,15 Days,Twitter,0.09,2217.17,1.44,New York,French,5423,17582,8,Home,2022-06-22,Nest Neat,2022,6,30.844045046069844
463860,Women 35-44,Increase Sales,15 Days,Instagram,0.09,2205.65,7.02,Austin,English,5396,17502,6,Health,2022-12-25,Wellness Waves,2022,12,30.83076219860587
834511,Women 35-44,Brand Awareness,30 Days,Pinterest,0.15,4571.14,0.9884723680956564,Miami,English,6815,23172,1,Home,2022-09-04,Cozy Corners,2022,9,29.41049542551355
751889,Men 45-60,Increase Sales,15 Days,Instagram,0.11,3942.61,0.38,Austin,English,9885,30800,4,Fashion,2022-05-07,Attire Artistry,2022,5,32.09415584415584
218413,Men 35-44,Brand Awareness,30 Days,Twitter,0.02,7683.85,6.44,Las Vegas,Spanish,20043,60887,5,Home,2022-07-14,Living Luxe,2022,7,32.918356956328935
342476,Women 45-60,Product Launch,15 Days,Twitter,0.11,500.0,6.68,Las Vegas,French,1502,5969,9,Health,2022-09-01,Heal Hub,2022,9,25.163343943709165
817589,Women 35-44,Increase Sales,30 Days,Twitter,0.11,7285.35,2.72,Las Vegas,French,18967,57700,2,Health,2022-09-08,Aura Align,2022,9,32.871750433275565
898985,Women 45-60,Market Expansion,15 Days,Pinterest,0.03,2423.17,0.2234340795876258,New York,English,3477,12304,1,Food,2022-05-30,Dine Divine,2022,5,28.259102730819247
978449,Women 45-60,Increase Sales,45 Days,Instagram,0.08,10402.86,3.26,Austin,French,27446,82816,1,Food,2022-09-05,Dine Divine,2022,9,33.14093894899536
619897,Women 35-44,Brand Awareness,15 Days,Facebook,0.12,500.0,0.63,Las Vegas,Spanish,533,3099,6,Food,2022-06-12,Palate Paradise,2022,6,17.19909648273637
114684,Men 45-60,Increase Sales,60 Days,Facebook,0.05,15000.0,0.17,Austin,French,38912,116778,7,Technology,2022-06-02,Pixel Pioneers,2022,6,33.32134477384439
435520,Men 25-34,Brand Awareness,30 Days,Facebook,0.14,4271.44,6.01,Las Vegas,English,10785,33466,1,Technology,2022-09-10,Pixel Pioneers,2022,9,32.22673758441403
964850,Men 18-24,Product Launch,60 Days,Instagram,0.11,12320.14,4.67,Las Vegas,English,32614,98123,7,Home,2022-07-22,Nest Neat,2022,7,33.23787491210012
846572,Men 35-44,Brand Awareness,30 Days,Instagram,0.04,5359.93,7.88,New York,English,13749,42245,2,Food,2022-11-22,Palate Paradise,2022,11,32.54586341578885
128902,Men 35-44,Product Launch,15 Days,Pinterest,0.14,500.0,0.9151859899909152,Austin,Spanish,1091,4535,1,Technology,2022-04-05,Pixel Pioneers,2022,4,24.057331863285555
510125,Men 25-34,Increase Sales,15 Days,Facebook,0.02,2310.55,5.41,Las Vegas,English,5649,18253,4,Technology,2022-10-02,Tech Titans,2022,10,30.948337259628556
612625,Men 25-34,Product Launch,45 Days,Instagram,0.01,8496.95,5.55,Miami,Spanish,22280,67514,7,Technology,2022-08-28,Code Crafters,2022,8,33.00056284622448
882756,Women 45-60,Brand Awareness,30 Days,Facebook,0.13,4357.3,0.09,New York,English,11016,34149,10,Health,2022-12-05,Pulse Point,2022,12,32.258631292277954
393902,Women 25-34,Brand Awareness,15 Days,Instagram,0.03,2374.93,3.49,Miami,English,5806,18718,3,Health,2022-08-19,Aura Align,2022,8,31.01827118281868
292595,Men 35-44,Product Launch,15 Days,Facebook,0.04,2621.9,7.37,Miami,English,6415,20523,10,Technology,2022-12-05,Innovate Infinity,2022,12,31.257613409345613
574870,Women 25-34,Market Expansion,45 Days,Instagram,0.14,9391.75,2.76,Austin,Spanish,24681,74625,4,Health,2022-04-10,Well Wish,2022,4,33.073366834170855
145472,Women 45-60,Increase Sales,60 Days,Instagram,0.08,14064.72,5.81,Miami,French,36806,110542,4,Home,2022-08-08,Domestic Dream,2022,8,33.29594181397116
706189,Men 35-44,Market Expansion,60 Days,Facebook,0.04,12327.33,1.07,Los Angeles,French,32633,98180,8,Food,2022-01-31,Savor Street,2022,1,33.237930332043184
624994,Men 45-60,Increase Sales,30 Days,Pinterest,0.12,5915.34,1.2834053531513223,New York,English,8968,30184,1,Home,2022-10-05,Nest Neat,2022,10,29.711105221309303
717300,Men 18-24,Brand Awareness,15 Days,Facebook,0.04,1397.25,6.49,Los Angeles,French,3600,12184,9,Home,2022-07-10,Dwell Delight,2022,7,29.546946815495733
240765,Men 35-44,Brand Awareness,45 Days,Twitter,0.07,8594.79,1.39,Los Angeles,Spanish,22546,68303,5,Fashion,2022-02-02,Chic Couture,2022,2,33.008799027861144
417905,Men 25-34,Product Launch,15 Days,Facebook,0.05,2766.89,4.28,Las Vegas,Spanish,6775,21588,4,Home,2022-02-02,Dwell Delight,2022,2,31.383175838428755
967617,All Ages,Brand Awareness,60 Days,Pinterest,0.09,11795.97,0.2770582586886559,Austin,Spanish,18349,60728,1,Technology,2022-01-08,Gadget Giants,2022,1,30.215057304702935
982629,Men 45-60,Brand Awareness,45 Days,Pinterest,0.14,10886.24,0.1948345174004097,Los Angeles,English,16893,55990,1,Fashion,2022-06-21,Chic Couture,2022,6,30.17145918914092
305830,Women 35-44,Product Launch,45 Days,Twitter,0.12,9875.11,1.01,New York,English,26022,78597,4,Fashion,2022-08-02,Attire Artistry,2022,8,33.10813389824039
107609,Women 35-44,Increase Sales,60 Days,Pinterest,0.03,11996.84,0.8973112636239051,Austin,French,18653,61719,1,Health,2022-03-23,Elixir Essence,2022,3,30.22245985839045
117576,Women 18-24,Product Launch,45 Days,Instagram,0.1,9142.2,4.74,Las Vegas,French,24010,72637,2,Home,2022-06-18,Living Luxe,2022,6,33.05477924473753
887976,Women 18-24,Market Expansion,60 Days,Facebook,0.04,13251.55,2.76,New York,French,34996,105178,5,Home,2022-05-11,Homely Haven,2022,5,33.27311795242351
777816,Women 35-44,Market Expansion,45 Days,Instagram,0.07,10042.81,0.52,Las Vegas,English,26465,79910,5,Food,2022-07-04,Culinary Quest,2022,7,33.118508321862095
248608,Men 45-60,Brand Awareness,15 Days,Pinterest,0.06,721.83,0.6417026765756613,Las Vegas,English,1409,5568,1,Fashion,2022-01-05,Glam Garments,2022,1,25.305316091954023
756929,Men 45-60,Product Launch,45 Days,Instagram,0.1,11023.5,4.22,Los Angeles,Spanish,29131,87808,8,Fashion,2022-03-23,Chic Couture,2022,3,33.17579263848396
705570,Women 35-44,Product Launch,15 Days,Twitter,0.02,500.0,0.63,Las Vegas,Spanish,959,4361,8,Food,2022-05-23,Gastronomy Guild,2022,5,21.990369181380416
764846,Men 25-34,Brand Awareness,30 Days,Instagram,0.09,4623.55,1.71,Miami,Spanish,11749,36321,3,Fashion,2022-02-16,Attire Artistry,2022,2,32.347677652047025
172153,Men 35-44,Brand Awareness,45 Days,Twitter,0.1,8832.61,6.5,Los Angeles,Spanish,23177,70171,2,Health,2022-10-10,Wellness Waves,2022,10,33.029314104117084
470371,Men 25-34,Brand Awareness,30 Days,Twitter,0.08,6107.6,2.56,Miami,French,15790,48291,2,Home,2022-05-07,Homely Haven,2022,5,32.697604108426
617971,All Ages,Product Launch,30 Days,Pinterest,0.12,7494.21,1.3084299700651367,New York,French,11471,38333,1,Home,2022-05-10,Dwell Delight,2022,5,29.924608040069913
176762,Women 18-24,Brand Awareness,45 Days,Instagram,0.12,10565.81,4.33,Miami,French,27891,84134,5,Fashion,2022-04-24,Trend Tailors,2022,4,33.15068818789075
148355,Women 18-24,Product Launch,60 Days,Instagram,0.02,12258.06,3.91,Los Angeles,English,32454,97648,6,Health,2022-08-28,Fitness Front,2022,8,33.235703752252995
948389,Women 25-34,Product Launch,45 Days,Twitter,0.02,8659.9,4.21,New York,English,22718,68812,3,Technology,2022-04-15,Innovate Infinity,2022,4,33.01459047840493
297362,Men 35-44,Product Launch,15 Days,Pinterest,0.1,3870.5,0.4665303581789626,New York,English,5688,19504,1,Health,2022-08-16,Fitness Front,2022,8,29.163248564397048
168486,Men 35-44,Product Launch,30 Days,Twitter,0.11,7107.52,7.68,New York,Spanish,18488,56281,2,Fashion,2022-08-21,Runway Rebels,2022,8,32.8494518576429
525433,Men 18-24,Product Launch,60 Days,Twitter,0.07,15000.0,3.4,Austin,English,39565,118712,8,Food,2022-05-11,Gastronomy Guild,2022,5,33.32855987600243
184417,Women 25-34,Increase Sales,45 Days,Facebook,0.1,8031.53,6.29,New York,Spanish,21001,63727,1,Fashion,2022-11-17,Mode Maven,2022,11,32.95463461327224
598319,Women 35-44,Product Launch,60 Days,Facebook,0.11,13161.04,5.46,Los Angeles,English,34776,104527,10,Food,2022-07-06,Savor Street,2022,7,33.269872855817155
591183,Women 25-34,Brand Awareness,15 Days,Instagram,0.04,3978.56,7.9,Miami,English,9984,31093,10,Home,2022-10-06,Cozy Corners,2022,10,32.11012124915576
267399,Women 18-24,Brand Awareness,60 Days,Instagram,0.14,14544.51,6.76,Miami,French,37712,113224,9,Fashion,2022-12-07,Attire Artistry,2022,12,33.30742598742316
930478,Men 45-60,Market Expansion,45 Days,Facebook,0.1,10430.67,6.78,Los Angeles,English,27521,83038,10,Health,2022-05-26,Fitness Front,2022,5,33.142657578458056
846579,Men 35-44,Brand Awareness,60 Days,Facebook,0.1,13005.87,3.13,New York,English,34392,103389,1,Fashion,2022-11-06,Attire Artistry,2022,11,33.26466065055277
220660,Women 25-34,Increase Sales,60 Days,Facebook,0.1,15000.0,6.36,Los Angeles,English,39242,117756,3,Fashion,2022-12-22,Mode Maven,2022,12,33.32484119705153
767938,Women 45-60,Market Expansion,30 Days,Twitter,0.07,6347.64,1.55,New York,French,16437,50207,5,Food,2022-06-16,Epicurean Edge,2022,6,32.738462764156395
290790,Men 45-60,Product Launch,60 Days,Facebook,0.02,15000.0,4.47,Austin,French,39120,117393,3,Health,2022-07-09,Vital Vigor,2022,7,33.323963098310806
337021,Men 45-60,Market Expansion,15 Days,Facebook,0.06,2401.21,4.91,Austin,Spanish,5871,18910,10,Health,2022-08-06,Vital Vigor,2022,8,31.04706504494976
222163,Men 45-60,Increase Sales,45 Days,Pinterest,0.07,10386.67,0.9312732437212244,Las Vegas,French,16093,53385,1,Home,2022-05-20,Space Spruce,2022,5,30.145171864756016
811128,All Ages,Increase Sales,15 Days,Twitter,0.15,1031.7,6.45,New York,Spanish,2920,10170,5,Technology,2022-12-04,Quantum Quirks,2022,12,28.711897738446414
862488,Women 25-34,Increase Sales,60 Days,Pinterest,0.11,11583.37,1.0742710546573049,Austin,French,18013,59634,1,Food,2022-09-20,Gastronomy Guild,2022,9,30.205922795720564
262106,Women 45-60,Product Launch,15 Days,Instagram,0.12,2915.13,6.52,Austin,English,7156,22718,9,Fashion,2022-09-16,Mode Maven,2022,9,31.49925169469143
528617,All Ages,Increase Sales,30 Days,Pinterest,0.08,5284.87,0.3771567263439123,Las Vegas,English,7959,26898,1,Health,2022-06-19,Vigor Valley,2022,6,29.58956056212358
950155,Women 18-24,Market Expansion,30 Days,Facebook,0.05,7615.92,1.37,Austin,French,19858,60340,2,Technology,2022-07-14,Cyber Circuit,2022,7,32.91017567119655
470283,Men 35-44,Increase Sales,15 Days,Instagram,0.08,500.0,5.39,Los Angeles,English,506,3019,9,Technology,2022-01-11,Giga Geeks,2022,1,16.760516727393178
310824,Women 25-34,Brand Awareness,60 Days,Twitter,0.03,14643.9,1.58,Austin,English,37880,113723,10,Home,2022-07-25,Homely Haven,2022,7,33.30900521442452
538993,Men 25-34,Product Launch,30 Days,Instagram,0.08,7013.72,2.96,Los Angeles,French,18236,55535,5,Technology,2022-01-12,Silicon Saga,2022,1,32.83694967137841
109486,Men 25-34,Increase Sales,30 Days,Pinterest,0.08,5284.22,0.8973112636239051,New York,Spanish,7958,26894,1,Food,2022-05-25,Nosh Nirvana,2022,5,29.590243176916786
750181,Men 18-24,Increase Sales,30 Days,Facebook,0.01,5283.37,4.5,Miami,Spanish,13547,41647,10,Food,2022-09-13,Culinary Quest,2022,9,32.5281532883521
755790,Women 25-34,Brand Awareness,45 Days,Facebook,0.02,8009.47,7.89,Las Vegas,Spanish,20941,63548,1,Home,2022-12-27,Hearth Harmony,2022,12,32.953043368792095
391086,Women 45-60,Brand Awareness,60 Days,Instagram,0.07,12836.85,2.83,Austin,Spanish,33968,102134,9,Home,2022-03-28,Dwell Delight,2022,3,33.25826854916091
378978,Men 18-24,Market Expansion,60 Days,Facebook,0.02,15000.0,5.35,Las Vegas,French,38906,116761,5,Technology,2022-02-15,Gadget Giants,2022,2,33.32105754489941
903767,Women 25-34,Brand Awareness,30 Days,Instagram,0.07,5498.02,5.48,Los Angeles,English,14127,43366,8,Fashion,2022-12-05,Silk & Style,2022,12,32.5762117788129
456697,Men 25-34,Brand Awareness,30 Days,Twitter,0.06,6601.75,1.58,New York,English,17113,52208,9,Health,2022-02-01,Vigor Valley,2022,2,32.77850137909899
223504,Men 25-34,Brand Awareness,15 Days,Pinterest,0.14,3202.32,0.2287964974977288,Las Vegas,Spanish,4639,16086,1,Health,2022-02-05,Heal Hub,2022,2,28.838741763023744
301738,Women 35-44,Increase Sales,60 Days,Pinterest,0.02,11753.79,0.0536241791010301,Los Angeles,Spanish,18281,60506,1,Health,2022-04-02,Fitness Front,2022,4,30.213532542227217
242529,Women 25-34,Market Expansion,45 Days,Instagram,0.1,9017.46,2.9,Miami,English,23676,71649,5,Health,2022-11-06,Elixir Essence,2022,11,33.044424904743956
716179,Men 25-34,Increase Sales,60 Days,Instagram,0.14,15000.0,5.22,Las Vegas,Spanish,39681,119056,7,Health,2022-10-10,Aura Align,2022,10,33.3296935895713
671470,Men 25-34,Brand Awareness,15 Days,Pinterest,0.02,1127.85,0.7149890546804025,Las Vegas,French,1816,6897,1,Home,2022-06-16,Living Luxe,2022,6,26.330288531245472
689953,All Ages,Increase Sales,60 Days,Instagram,0.04,12433.69,4.11,Austin,English,32914,99013,3,Technology,2022-03-15,NexGen Nerds,2022,3,33.24209952228495
783011,Men 35-44,Brand Awareness,45 Days,Twitter,0.15,10149.39,3.3,Los Angeles,English,26766,80802,2,Fashion,2022-12-20,Runway Rebels,2022,12,33.125417687680994
804832,Men 45-60,Market Expansion,45 Days,Pinterest,0.04,9523.52,0.5094297014597868,Los Angeles,English,14709,48877,1,Health,2022-12-12,Fitness Front,2022,12,30.093909200646518
827223,Women 25-34,Brand Awareness,60 Days,Twitter,0.09,11595.6,1.15,Miami,Spanish,30704,92467,3,Food,2022-08-27,Palate Paradise,2022,8,33.20535974996485
282574,Women 35-44,Market Expansion,45 Days,Twitter,0.11,8157.7,4.64,Los Angeles,English,21348,64753,5,Health,2022-08-21,Fitness Front,2022,8,32.96835667845505
814904,Men 25-34,Increase Sales,45 Days,Pinterest,0.05,9174.11,0.4665303581789626,Miami,English,14155,47073,1,Food,2022-06-29,Savor Street,2022,6,30.07031631720944
